group,frame_h,radius_km,height_km,diabatic_heating_K_s,rmw_km,three_rmw_km
strong,0,2.5,0.337296,0.000528797,45.793,137.379
strong,0,7.5,0.337296,5.73198e-06,45.793,137.379
strong,0,12.5,0.337296,-0.000160447,45.793,137.379
strong,0,17.5,0.337296,0.000131843,45.793,137.379
strong,0,22.5,0.337296,-1.89213e-05,45.793,137.379
strong,0,27.5,0.337296,0.00267823,45.793,137.379
strong,0,32.5,0.337296,0.00404373,45.793,137.379
strong,0,37.5,0.337296,0.00476519,45.793,137.379
strong,0,42.5,0.337296,0.00666636,45.793,137.379
strong,0,47.5,0.337296,0.00427803,45.793,137.379
strong,0,52.5,0.337296,0.00292983,45.793,137.379
strong,0,57.5,0.337296,0.00164345,45.793,137.379
strong,0,62.5,0.337296,0.00127915,45.793,137.379
strong,0,67.5,0.337296,0.000786509,45.793,137.379
strong,0,72.5,0.337296,0.000681561,45.793,137.379
strong,0,77.5,0.337296,0.000743755,45.793,137.379
strong,0,82.5,0.337296,0.000500198,45.793,137.379
strong,0,87.5,0.337296,0.000307463,45.793,137.379
strong,0,92.5,0.337296,0.000349923,45.793,137.379
strong,0,97.5,0.337296,0.000304843,45.793,137.379
strong,0,102.5,0.337296,0.000258661,45.793,137.379
strong,0,107.5,0.337296,0.000316796,45.793,137.379
strong,0,112.5,0.337296,0.000200892,45.793,137.379
strong,0,117.5,0.337296,0.00014475,45.793,137.379
strong,0,122.5,0.337296,0.000137919,45.793,137.379
strong,0,127.5,0.337296,0.000161597,45.793,137.379
strong,0,132.5,0.337296,0.000151118,45.793,137.379
strong,0,137.5,0.337296,0.000140316,45.793,137.379
strong,0,142.5,0.337296,0.000108653,45.793,137.379
strong,0,147.5,0.337296,0.000125101,45.793,137.379
strong,0,152.5,0.337296,0.000150024,45.793,137.379
strong,0,157.5,0.337296,0.000115386,45.793,137.379
strong,0,162.5,0.337296,7.85621e-05,45.793,137.379
strong,0,167.5,0.337296,8.37263e-05,45.793,137.379
strong,0,172.5,0.337296,5.36079e-05,45.793,137.379
strong,0,177.5,0.337296,6.49951e-05,45.793,137.379
strong,0,182.5,0.337296,4.95266e-05,45.793,137.379
strong,0,187.5,0.337296,5.16437e-05,45.793,137.379
strong,0,192.5,0.337296,3.74701e-05,45.793,137.379
strong,0,197.5,0.337296,3.42464e-05,45.793,137.379
strong,0,202.5,0.337296,1.2315e-05,45.793,137.379
strong,0,207.5,0.337296,5.21384e-05,45.793,137.379
strong,0,212.5,0.337296,3.09513e-05,45.793,137.379
strong,0,217.5,0.337296,1.61949e-05,45.793,137.379
strong,0,222.5,0.337296,2.55827e-05,45.793,137.379
strong,0,227.5,0.337296,8.42601e-06,45.793,137.379
strong,0,232.5,0.337296,-3.0462e-06,45.793,137.379
strong,0,237.5,0.337296,-3.05295e-06,45.793,137.379
strong,0,242.5,0.337296,3.75763e-06,45.793,137.379
strong,0,247.5,0.337296,1.2025e-05,45.793,137.379
strong,0,252.5,0.337296,5.4828e-06,45.793,137.379
strong,0,257.5,0.337296,9.27308e-06,45.793,137.379
strong,0,262.5,0.337296,-4.32249e-06,45.793,137.379
strong,0,267.5,0.337296,1.03938e-05,45.793,137.379
strong,0,272.5,0.337296,-1.53354e-06,45.793,137.379
strong,0,277.5,0.337296,-2.26083e-06,45.793,137.379
strong,0,282.5,0.337296,-1.15776e-05,45.793,137.379
strong,0,287.5,0.337296,-1.02791e-05,45.793,137.379
strong,0,292.5,0.337296,2.37774e-06,45.793,137.379
strong,0,297.5,0.337296,-1.56308e-05,45.793,137.379
strong,0,2.5,1.00553,-0.000123053,45.793,137.379
strong,0,7.5,1.00553,-5.88111e-05,45.793,137.379
strong,0,12.5,1.00553,2.04505e-05,45.793,137.379
strong,0,17.5,1.00553,-6.5055e-05,45.793,137.379
strong,0,22.5,1.00553,-0.000653154,45.793,137.379
strong,0,27.5,1.00553,0.00371671,45.793,137.379
strong,0,32.5,1.00553,0.00773724,45.793,137.379
strong,0,37.5,1.00553,0.00842113,45.793,137.379
strong,0,42.5,1.00553,0.0127422,45.793,137.379
strong,0,47.5,1.00553,0.00753868,45.793,137.379
strong,0,52.5,1.00553,0.00391296,45.793,137.379
strong,0,57.5,1.00553,0.00140829,45.793,137.379
strong,0,62.5,1.00553,0.000846889,45.793,137.379
strong,0,67.5,1.00553,0.000275505,45.793,137.379
strong,0,72.5,1.00553,0.000255434,45.793,137.379
strong,0,77.5,1.00553,0.000684638,45.793,137.379
strong,0,82.5,1.00553,0.000725923,45.793,137.379
strong,0,87.5,1.00553,-2.64482e-05,45.793,137.379
strong,0,92.5,1.00553,0.000110909,45.793,137.379
strong,0,97.5,1.00553,7.94858e-05,45.793,137.379
strong,0,102.5,1.00553,0.000159334,45.793,137.379
strong,0,107.5,1.00553,0.000186106,45.793,137.379
strong,0,112.5,1.00553,-1.687e-05,45.793,137.379
strong,0,117.5,1.00553,-9.00542e-05,45.793,137.379
strong,0,122.5,1.00553,-2.30161e-05,45.793,137.379
strong,0,127.5,1.00553,-3.89428e-05,45.793,137.379
strong,0,132.5,1.00553,6.29889e-05,45.793,137.379
strong,0,137.5,1.00553,2.46654e-05,45.793,137.379
strong,0,142.5,1.00553,-4.49363e-06,45.793,137.379
strong,0,147.5,1.00553,-1.68553e-05,45.793,137.379
strong,0,152.5,1.00553,5.10996e-05,45.793,137.379
strong,0,157.5,1.00553,2.31022e-05,45.793,137.379
strong,0,162.5,1.00553,-9.80319e-05,45.793,137.379
strong,0,167.5,1.00553,-5.1846e-05,45.793,137.379
strong,0,172.5,1.00553,-8.45099e-05,45.793,137.379
strong,0,177.5,1.00553,-6.58276e-05,45.793,137.379
strong,0,182.5,1.00553,-7.57816e-05,45.793,137.379
strong,0,187.5,1.00553,-7.13601e-05,45.793,137.379
strong,0,192.5,1.00553,-6.79363e-05,45.793,137.379
strong,0,197.5,1.00553,-6.492e-05,45.793,137.379
strong,0,202.5,1.00553,-6.31878e-05,45.793,137.379
strong,0,207.5,1.00553,-7.08358e-05,45.793,137.379
strong,0,212.5,1.00553,-5.21703e-05,45.793,137.379
strong,0,217.5,1.00553,-5.50616e-05,45.793,137.379
strong,0,222.5,1.00553,-5.62575e-05,45.793,137.379
strong,0,227.5,1.00553,-5.34249e-05,45.793,137.379
strong,0,232.5,1.00553,-5.49676e-05,45.793,137.379
strong,0,237.5,1.00553,-4.99736e-05,45.793,137.379
strong,0,242.5,1.00553,-6.02614e-05,45.793,137.379
strong,0,247.5,1.00553,-3.88647e-05,45.793,137.379
strong,0,252.5,1.00553,-5.30816e-05,45.793,137.379
strong,0,257.5,1.00553,-4.46502e-05,45.793,137.379
strong,0,262.5,1.00553,-4.55368e-05,45.793,137.379
strong,0,267.5,1.00553,-4.45689e-05,45.793,137.379
strong,0,272.5,1.00553,-4.4049e-05,45.793,137.379
strong,0,277.5,1.00553,-3.95471e-05,45.793,137.379
strong,0,282.5,1.00553,-4.44814e-05,45.793,137.379
strong,0,287.5,1.00553,-3.57085e-05,45.793,137.379
strong,0,292.5,1.00553,-4.62764e-05,45.793,137.379
strong,0,297.5,1.00553,-4.03696e-05,45.793,137.379
strong,0,2.5,1.66575,-4.25242e-05,45.793,137.379
strong,0,7.5,1.66575,-4.30305e-05,45.793,137.379
strong,0,12.5,1.66575,-4.8636e-05,45.793,137.379
strong,0,17.5,1.66575,-4.58277e-05,45.793,137.379
strong,0,22.5,1.66575,-0.000263203,45.793,137.379
strong,0,27.5,1.66575,0.00152823,45.793,137.379
strong,0,32.5,1.66575,0.00845643,45.793,137.379
strong,0,37.5,1.66575,0.0105815,45.793,137.379
strong,0,42.5,1.66575,0.0149357,45.793,137.379
strong,0,47.5,1.66575,0.0098247,45.793,137.379
strong,0,52.5,1.66575,0.0056965,45.793,137.379
strong,0,57.5,1.66575,0.00177343,45.793,137.379
strong,0,62.5,1.66575,0.000697658,45.793,137.379
strong,0,67.5,1.66575,-0.000282411,45.793,137.379
strong,0,72.5,1.66575,-0.000801295,45.793,137.379
strong,0,77.5,1.66575,0.000519072,45.793,137.379
strong,0,82.5,1.66575,0.000847672,45.793,137.379
strong,0,87.5,1.66575,0.000255711,45.793,137.379
strong,0,92.5,1.66575,6.54147e-05,45.793,137.379
strong,0,97.5,1.66575,0.000108149,45.793,137.379
strong,0,102.5,1.66575,-0.000328008,45.793,137.379
strong,0,107.5,1.66575,0.00023304,45.793,137.379
strong,0,112.5,1.66575,-0.000339407,45.793,137.379
strong,0,117.5,1.66575,-0.000460384,45.793,137.379
strong,0,122.5,1.66575,-0.000162059,45.793,137.379
strong,0,127.5,1.66575,5.45767e-06,45.793,137.379
strong,0,132.5,1.66575,-2.5076e-05,45.793,137.379
strong,0,137.5,1.66575,-0.000125605,45.793,137.379
strong,0,142.5,1.66575,-2.60097e-05,45.793,137.379
strong,0,147.5,1.66575,-6.36074e-05,45.793,137.379
strong,0,152.5,1.66575,0.00012906,45.793,137.379
strong,0,157.5,1.66575,3.17321e-05,45.793,137.379
strong,0,162.5,1.66575,7.01415e-06,45.793,137.379
strong,0,167.5,1.66575,-4.24592e-05,45.793,137.379
strong,0,172.5,1.66575,-1.81471e-05,45.793,137.379
strong,0,177.5,1.66575,-1.3464e-05,45.793,137.379
strong,0,182.5,1.66575,-1.67315e-05,45.793,137.379
strong,0,187.5,1.66575,-1.60845e-05,45.793,137.379
strong,0,192.5,1.66575,-1.69418e-05,45.793,137.379
strong,0,197.5,1.66575,-1.89041e-05,45.793,137.379
strong,0,202.5,1.66575,-1.6428e-05,45.793,137.379
strong,0,207.5,1.66575,-1.71608e-05,45.793,137.379
strong,0,212.5,1.66575,-1.97295e-05,45.793,137.379
strong,0,217.5,1.66575,-1.80742e-05,45.793,137.379
strong,0,222.5,1.66575,-1.67736e-05,45.793,137.379
strong,0,227.5,1.66575,-1.73079e-05,45.793,137.379
strong,0,232.5,1.66575,-1.69416e-05,45.793,137.379
strong,0,237.5,1.66575,-1.70497e-05,45.793,137.379
strong,0,242.5,1.66575,-1.73395e-05,45.793,137.379
strong,0,247.5,1.66575,5.84823e-06,45.793,137.379
strong,0,252.5,1.66575,-1.05675e-05,45.793,137.379
strong,0,257.5,1.66575,-3.22493e-05,45.793,137.379
strong,0,262.5,1.66575,1.54409e-05,45.793,137.379
strong,0,267.5,1.66575,-2.04262e-05,45.793,137.379
strong,0,272.5,1.66575,-1.88126e-05,45.793,137.379
strong,0,277.5,1.66575,-1.92124e-05,45.793,137.379
strong,0,282.5,1.66575,-2.03579e-05,45.793,137.379
strong,0,287.5,1.66575,-2.02508e-05,45.793,137.379
strong,0,292.5,1.66575,-1.93962e-05,45.793,137.379
strong,0,297.5,1.66575,-1.96321e-05,45.793,137.379
strong,0,2.5,2.32181,-4.6738e-05,45.793,137.379
strong,0,7.5,2.32181,-4.7061e-05,45.793,137.379
strong,0,12.5,2.32181,-4.78642e-05,45.793,137.379
strong,0,17.5,2.32181,-4.73544e-05,45.793,137.379
strong,0,22.5,2.32181,-5.72387e-05,45.793,137.379
strong,0,27.5,2.32181,-0.00150458,45.793,137.379
strong,0,32.5,2.32181,0.00568439,45.793,137.379
strong,0,37.5,2.32181,0.0113671,45.793,137.379
strong,0,42.5,2.32181,0.0134186,45.793,137.379
strong,0,47.5,2.32181,0.0113328,45.793,137.379
strong,0,52.5,2.32181,0.00836694,45.793,137.379
strong,0,57.5,2.32181,0.00477427,45.793,137.379
strong,0,62.5,2.32181,0.00162418,45.793,137.379
strong,0,67.5,2.32181,-0.0012638,45.793,137.379
strong,0,72.5,2.32181,-0.00186351,45.793,137.379
strong,0,77.5,2.32181,-0.000360333,45.793,137.379
strong,0,82.5,2.32181,0.000778957,45.793,137.379
strong,0,87.5,2.32181,0.000382008,45.793,137.379
strong,0,92.5,2.32181,0.000220217,45.793,137.379
strong,0,97.5,2.32181,0.000196881,45.793,137.379
strong,0,102.5,2.32181,5.41338e-05,45.793,137.379
strong,0,107.5,2.32181,0.000375884,45.793,137.379
strong,0,112.5,2.32181,-0.000327356,45.793,137.379
strong,0,117.5,2.32181,-0.000743686,45.793,137.379
strong,0,122.5,2.32181,-0.000303217,45.793,137.379
strong,0,127.5,2.32181,-0.000344925,45.793,137.379
strong,0,132.5,2.32181,-9.14255e-05,45.793,137.379
strong,0,137.5,2.32181,-0.000150079,45.793,137.379
strong,0,142.5,2.32181,-7.60872e-05,45.793,137.379
strong,0,147.5,2.32181,-8.62998e-05,45.793,137.379
strong,0,152.5,2.32181,1.31692e-05,45.793,137.379
strong,0,157.5,2.32181,7.18095e-05,45.793,137.379
strong,0,162.5,2.32181,3.50495e-05,45.793,137.379
strong,0,167.5,2.32181,-2.946e-05,45.793,137.379
strong,0,172.5,2.32181,-1.45922e-05,45.793,137.379
strong,0,177.5,2.32181,-1.3615e-05,45.793,137.379
strong,0,182.5,2.32181,-1.34283e-05,45.793,137.379
strong,0,187.5,2.32181,-1.38969e-05,45.793,137.379
strong,0,192.5,2.32181,-1.72415e-05,45.793,137.379
strong,0,197.5,2.32181,-1.83799e-05,45.793,137.379
strong,0,202.5,2.32181,-1.42995e-05,45.793,137.379
strong,0,207.5,2.32181,-1.79952e-05,45.793,137.379
strong,0,212.5,2.32181,-2.76535e-05,45.793,137.379
strong,0,217.5,2.32181,-2.24806e-05,45.793,137.379
strong,0,222.5,2.32181,-1.40483e-05,45.793,137.379
strong,0,227.5,2.32181,-1.29642e-05,45.793,137.379
strong,0,232.5,2.32181,-1.28692e-05,45.793,137.379
strong,0,237.5,2.32181,-1.28411e-05,45.793,137.379
strong,0,242.5,2.32181,-1.33005e-05,45.793,137.379
strong,0,247.5,2.32181,1.65912e-05,45.793,137.379
strong,0,252.5,2.32181,-2.08272e-05,45.793,137.379
strong,0,257.5,2.32181,-2.38362e-05,45.793,137.379
strong,0,262.5,2.32181,3.38196e-05,45.793,137.379
strong,0,267.5,2.32181,-2.01109e-05,45.793,137.379
strong,0,272.5,2.32181,-1.48868e-05,45.793,137.379
strong,0,277.5,2.32181,-1.52056e-05,45.793,137.379
strong,0,282.5,2.32181,-1.54563e-05,45.793,137.379
strong,0,287.5,2.32181,-1.5653e-05,45.793,137.379
strong,0,292.5,2.32181,-1.58777e-05,45.793,137.379
strong,0,297.5,2.32181,-1.61127e-05,45.793,137.379
strong,0,2.5,2.97207,-5.06868e-05,45.793,137.379
strong,0,7.5,2.97207,-4.98769e-05,45.793,137.379
strong,0,12.5,2.97207,-5.01416e-05,45.793,137.379
strong,0,17.5,2.97207,-5.04421e-05,45.793,137.379
strong,0,22.5,2.97207,-5.22352e-05,45.793,137.379
strong,0,27.5,2.97207,-0.000422954,45.793,137.379
strong,0,32.5,2.97207,0.00112293,45.793,137.379
strong,0,37.5,2.97207,0.00827295,45.793,137.379
strong,0,42.5,2.97207,0.0103619,45.793,137.379
strong,0,47.5,2.97207,0.0117817,45.793,137.379
strong,0,52.5,2.97207,0.0110665,45.793,137.379
strong,0,57.5,2.97207,0.00970139,45.793,137.379
strong,0,62.5,2.97207,0.00418698,45.793,137.379
strong,0,67.5,2.97207,-0.000621153,45.793,137.379
strong,0,72.5,2.97207,-0.00257581,45.793,137.379
strong,0,77.5,2.97207,-0.00105251,45.793,137.379
strong,0,82.5,2.97207,0.000372041,45.793,137.379
strong,0,87.5,2.97207,0.000556156,45.793,137.379
strong,0,92.5,2.97207,0.000752496,45.793,137.379
strong,0,97.5,2.97207,0.000454954,45.793,137.379
strong,0,102.5,2.97207,0.000387292,45.793,137.379
strong,0,107.5,2.97207,0.000948518,45.793,137.379
strong,0,112.5,2.97207,-0.00017253,45.793,137.379
strong,0,117.5,2.97207,-0.000731584,45.793,137.379
strong,0,122.5,2.97207,-0.000249047,45.793,137.379
strong,0,127.5,2.97207,-0.000403577,45.793,137.379
strong,0,132.5,2.97207,-5.94561e-05,45.793,137.379
strong,0,137.5,2.97207,-8.49081e-05,45.793,137.379
strong,0,142.5,2.97207,-0.000135769,45.793,137.379
strong,0,147.5,2.97207,-6.56713e-05,45.793,137.379
strong,0,152.5,2.97207,2.01584e-05,45.793,137.379
strong,0,157.5,2.97207,9.30098e-06,45.793,137.379
strong,0,162.5,2.97207,-3.51552e-06,45.793,137.379
strong,0,167.5,2.97207,-1.75159e-05,45.793,137.379
strong,0,172.5,2.97207,-1.56779e-05,45.793,137.379
strong,0,177.5,2.97207,-1.52452e-05,45.793,137.379
strong,0,182.5,2.97207,-1.41896e-05,45.793,137.379
strong,0,187.5,2.97207,-1.6414e-05,45.793,137.379
strong,0,192.5,2.97207,-2.25296e-05,45.793,137.379
strong,0,197.5,2.97207,-2.26866e-05,45.793,137.379
strong,0,202.5,2.97207,-2.20797e-05,45.793,137.379
strong,0,207.5,2.97207,-3.06116e-05,45.793,137.379
strong,0,212.5,2.97207,-4.4814e-05,45.793,137.379
strong,0,217.5,2.97207,-3.53956e-05,45.793,137.379
strong,0,222.5,2.97207,-1.85119e-05,45.793,137.379
strong,0,227.5,2.97207,-1.09502e-05,45.793,137.379
strong,0,232.5,2.97207,-1.08087e-05,45.793,137.379
strong,0,237.5,2.97207,-1.07829e-05,45.793,137.379
strong,0,242.5,2.97207,-1.19254e-05,45.793,137.379
strong,0,247.5,2.97207,1.35974e-05,45.793,137.379
strong,0,252.5,2.97207,-2.71675e-05,45.793,137.379
strong,0,257.5,2.97207,-1.74704e-05,45.793,137.379
strong,0,262.5,2.97207,2.17405e-06,45.793,137.379
strong,0,267.5,2.97207,-1.50125e-05,45.793,137.379
strong,0,272.5,2.97207,-1.41591e-05,45.793,137.379
strong,0,277.5,2.97207,-1.47037e-05,45.793,137.379
strong,0,282.5,2.97207,-1.50659e-05,45.793,137.379
strong,0,287.5,2.97207,-1.5127e-05,45.793,137.379
strong,0,292.5,2.97207,-1.51911e-05,45.793,137.379
strong,0,297.5,2.97207,-1.53848e-05,45.793,137.379
strong,0,2.5,3.61561,-5.42852e-05,45.793,137.379
strong,0,7.5,3.61561,-5.19549e-05,45.793,137.379
strong,0,12.5,3.61561,-5.15287e-05,45.793,137.379
strong,0,17.5,3.61561,-5.13555e-05,45.793,137.379
strong,0,22.5,3.61561,-5.29552e-05,45.793,137.379
strong,0,27.5,3.61561,-6.30919e-05,45.793,137.379
strong,0,32.5,3.61561,-0.000935096,45.793,137.379
strong,0,37.5,3.61561,0.00365023,45.793,137.379
strong,0,42.5,3.61561,0.0085063,45.793,137.379
strong,0,47.5,3.61561,0.00910113,45.793,137.379
strong,0,52.5,3.61561,0.0121374,45.793,137.379
strong,0,57.5,3.61561,0.0132591,45.793,137.379
strong,0,62.5,3.61561,0.00691012,45.793,137.379
strong,0,67.5,3.61561,-0.000429009,45.793,137.379
strong,0,72.5,3.61561,-0.00452711,45.793,137.379
strong,0,77.5,3.61561,-0.00361589,45.793,137.379
strong,0,82.5,3.61561,-0.000866281,45.793,137.379
strong,0,87.5,3.61561,-0.000276499,45.793,137.379
strong,0,92.5,3.61561,-0.000163883,45.793,137.379
strong,0,97.5,3.61561,-5.30587e-05,45.793,137.379
strong,0,102.5,3.61561,0.000562439,45.793,137.379
strong,0,107.5,3.61561,0.000985354,45.793,137.379
strong,0,112.5,3.61561,-0.000203516,45.793,137.379
strong,0,117.5,3.61561,-0.00101484,45.793,137.379
strong,0,122.5,3.61561,-0.000277908,45.793,137.379
strong,0,127.5,3.61561,-0.000442974,45.793,137.379
strong,0,132.5,3.61561,-0.000249238,45.793,137.379
strong,0,137.5,3.61561,-2.16636e-06,45.793,137.379
strong,0,142.5,3.61561,-4.82889e-05,45.793,137.379
strong,0,147.5,3.61561,-5.54756e-05,45.793,137.379
strong,0,152.5,3.61561,-2.49606e-05,45.793,137.379
strong,0,157.5,3.61561,2.41443e-05,45.793,137.379
strong,0,162.5,3.61561,4.0657e-05,45.793,137.379
strong,0,167.5,3.61561,-1.03858e-05,45.793,137.379
strong,0,172.5,3.61561,-1.59977e-05,45.793,137.379
strong,0,177.5,3.61561,-1.64117e-05,45.793,137.379
strong,0,182.5,3.61561,-1.66637e-05,45.793,137.379
strong,0,187.5,3.61561,-1.96243e-05,45.793,137.379
strong,0,192.5,3.61561,-2.74432e-05,45.793,137.379
strong,0,197.5,3.61561,-2.89913e-05,45.793,137.379
strong,0,202.5,3.61561,-2.95982e-05,45.793,137.379
strong,0,207.5,3.61561,-3.54611e-05,45.793,137.379
strong,0,212.5,3.61561,-4.75534e-05,45.793,137.379
strong,0,217.5,3.61561,-4.14563e-05,45.793,137.379
strong,0,222.5,3.61561,-2.48923e-05,45.793,137.379
strong,0,227.5,3.61561,-1.07615e-05,45.793,137.379
strong,0,232.5,3.61561,-1.05973e-05,45.793,137.379
strong,0,237.5,3.61561,-1.1591e-05,45.793,137.379
strong,0,242.5,3.61561,-1.35765e-05,45.793,137.379
strong,0,247.5,3.61561,-2.89644e-05,45.793,137.379
strong,0,252.5,3.61561,-1.33409e-05,45.793,137.379
strong,0,257.5,3.61561,-1.36449e-05,45.793,137.379
strong,0,262.5,3.61561,-2.10173e-05,45.793,137.379
strong,0,267.5,3.61561,-1.45482e-05,45.793,137.379
strong,0,272.5,3.61561,-1.51605e-05,45.793,137.379
strong,0,277.5,3.61561,-1.58706e-05,45.793,137.379
strong,0,282.5,3.61561,-1.62735e-05,45.793,137.379
strong,0,287.5,3.61561,-1.66584e-05,45.793,137.379
strong,0,292.5,3.61561,-1.68395e-05,45.793,137.379
strong,0,297.5,3.61561,-1.70234e-05,45.793,137.379
strong,0,2.5,4.2527,-5.6383e-05,45.793,137.379
strong,0,7.5,4.2527,-5.44849e-05,45.793,137.379
strong,0,12.5,4.2527,-5.45102e-05,45.793,137.379
strong,0,17.5,4.2527,-5.33924e-05,45.793,137.379
strong,0,22.5,4.2527,-5.51418e-05,45.793,137.379
strong,0,27.5,4.2527,-6.06505e-05,45.793,137.379
strong,0,32.5,4.2527,-0.00019274,45.793,137.379
strong,0,37.5,4.2527,-0.000163842,45.793,137.379
strong,0,42.5,4.2527,0.00582926,45.793,137.379
strong,0,47.5,4.2527,0.00939472,45.793,137.379
strong,0,52.5,4.2527,0.0123378,45.793,137.379
strong,0,57.5,4.2527,0.0160216,45.793,137.379
strong,0,62.5,4.2527,0.0113588,45.793,137.379
strong,0,67.5,4.2527,0.00235707,45.793,137.379
strong,0,72.5,4.2527,-0.00578961,45.793,137.379
strong,0,77.5,4.2527,-0.00710626,45.793,137.379
strong,0,82.5,4.2527,-0.00243689,45.793,137.379
strong,0,87.5,4.2527,-0.00118311,45.793,137.379
strong,0,92.5,4.2527,-0.0012872,45.793,137.379
strong,0,97.5,4.2527,-0.00080632,45.793,137.379
strong,0,102.5,4.2527,0.000224741,45.793,137.379
strong,0,107.5,4.2527,0.000662036,45.793,137.379
strong,0,112.5,4.2527,-0.000781122,45.793,137.379
strong,0,117.5,4.2527,-0.00145016,45.793,137.379
strong,0,122.5,4.2527,-0.000814638,45.793,137.379
strong,0,127.5,4.2527,-0.000638887,45.793,137.379
strong,0,132.5,4.2527,-0.00046926,45.793,137.379
strong,0,137.5,4.2527,-6.88785e-05,45.793,137.379
strong,0,142.5,4.2527,-3.59762e-05,45.793,137.379
strong,0,147.5,4.2527,-3.18958e-05,45.793,137.379
strong,0,152.5,4.2527,-2.6051e-05,45.793,137.379
strong,0,157.5,4.2527,-6.88747e-05,45.793,137.379
strong,0,162.5,4.2527,8.12939e-05,45.793,137.379
strong,0,167.5,4.2527,1.17783e-05,45.793,137.379
strong,0,172.5,4.2527,-1.96359e-05,45.793,137.379
strong,0,177.5,4.2527,-1.95974e-05,45.793,137.379
strong,0,182.5,4.2527,-2.04853e-05,45.793,137.379
strong,0,187.5,4.2527,-2.33027e-05,45.793,137.379
strong,0,192.5,4.2527,-3.26919e-05,45.793,137.379
strong,0,197.5,4.2527,-3.72329e-05,45.793,137.379
strong,0,202.5,4.2527,-3.94451e-05,45.793,137.379
strong,0,207.5,4.2527,-4.78297e-05,45.793,137.379
strong,0,212.5,4.2527,-6.63298e-05,45.793,137.379
strong,0,217.5,4.2527,-5.82926e-05,45.793,137.379
strong,0,222.5,4.2527,-3.39396e-05,45.793,137.379
strong,0,227.5,4.2527,-1.96231e-05,45.793,137.379
strong,0,232.5,4.2527,-1.29364e-05,45.793,137.379
strong,0,237.5,4.2527,-1.52306e-05,45.793,137.379
strong,0,242.5,4.2527,-1.81784e-05,45.793,137.379
strong,0,247.5,4.2527,-1.54124e-05,45.793,137.379
strong,0,252.5,4.2527,-1.51601e-05,45.793,137.379
strong,0,257.5,4.2527,-1.58e-05,45.793,137.379
strong,0,262.5,4.2527,-1.63891e-05,45.793,137.379
strong,0,267.5,4.2527,-1.71791e-05,45.793,137.379
strong,0,272.5,4.2527,-1.7783e-05,45.793,137.379
strong,0,277.5,4.2527,-1.86046e-05,45.793,137.379
strong,0,282.5,4.2527,-1.93561e-05,45.793,137.379
strong,0,287.5,4.2527,-2.01153e-05,45.793,137.379
strong,0,292.5,4.2527,-2.09507e-05,45.793,137.379
strong,0,297.5,4.2527,-2.14621e-05,45.793,137.379
strong,0,2.5,4.88461,-5.56065e-05,45.793,137.379
strong,0,7.5,4.88461,-5.61408e-05,45.793,137.379
strong,0,12.5,4.88461,-5.66661e-05,45.793,137.379
strong,0,17.5,4.88461,-5.6442e-05,45.793,137.379
strong,0,22.5,4.88461,-5.71022e-05,45.793,137.379
strong,0,27.5,4.88461,-5.98841e-05,45.793,137.379
strong,0,32.5,4.88461,-7.23034e-05,45.793,137.379
strong,0,37.5,4.88461,-0.00105179,45.793,137.379
strong,0,42.5,4.88461,0.00302053,45.793,137.379
strong,0,47.5,4.88461,0.00849522,45.793,137.379
strong,0,52.5,4.88461,0.0136261,45.793,137.379
strong,0,57.5,4.88461,0.0172358,45.793,137.379
strong,0,62.5,4.88461,0.0160658,45.793,137.379
strong,0,67.5,4.88461,0.00884988,45.793,137.379
strong,0,72.5,4.88461,-9.13796e-05,45.793,137.379
strong,0,77.5,4.88461,-0.00477377,45.793,137.379
strong,0,82.5,4.88461,-0.00180653,45.793,137.379
strong,0,87.5,4.88461,-0.000917854,45.793,137.379
strong,0,92.5,4.88461,-0.00134503,45.793,137.379
strong,0,97.5,4.88461,-2.42649e-05,45.793,137.379
strong,0,102.5,4.88461,0.00120441,45.793,137.379
strong,0,107.5,4.88461,0.00105708,45.793,137.379
strong,0,112.5,4.88461,-0.000199108,45.793,137.379
strong,0,117.5,4.88461,-0.000634604,45.793,137.379
strong,0,122.5,4.88461,-0.000312727,45.793,137.379
strong,0,127.5,4.88461,-0.000340429,45.793,137.379
strong,0,132.5,4.88461,-0.00032989,45.793,137.379
strong,0,137.5,4.88461,9.7164e-05,45.793,137.379
strong,0,142.5,4.88461,-2.98755e-05,45.793,137.379
strong,0,147.5,4.88461,-5.4068e-05,45.793,137.379
strong,0,152.5,4.88461,-2.97681e-05,45.793,137.379
strong,0,157.5,4.88461,-8.07796e-05,45.793,137.379
strong,0,162.5,4.88461,5.70471e-05,45.793,137.379
strong,0,167.5,4.88461,-3.43243e-07,45.793,137.379
strong,0,172.5,4.88461,-3.65865e-05,45.793,137.379
strong,0,177.5,4.88461,-4.28158e-05,45.793,137.379
strong,0,182.5,4.88461,-3.47863e-05,45.793,137.379
strong,0,187.5,4.88461,-4.15373e-05,45.793,137.379
strong,0,192.5,4.88461,-5.87827e-05,45.793,137.379
strong,0,197.5,4.88461,-5.66573e-05,45.793,137.379
strong,0,202.5,4.88461,-5.83288e-05,45.793,137.379
strong,0,207.5,4.88461,-5.64465e-05,45.793,137.379
strong,0,212.5,4.88461,-7.12897e-05,45.793,137.379
strong,0,217.5,4.88461,-6.65465e-05,45.793,137.379
strong,0,222.5,4.88461,-5.02856e-05,45.793,137.379
strong,0,227.5,4.88461,-2.1973e-05,45.793,137.379
