group,case_id,shear_ms,restart_h,path,frame_h,consider_level,size_of_large_box,rmw_grid,rmw_km,three_rmw_grid,three_rmw_km,box_half_width_grid,crop_y1,crop_y2,crop_x1,crop_x2,box_y1,box_y2,box_x1,box_x2,box_large_y1,box_large_y2,box_large_x1,box_large_x2,heating_max,heating_mean,heating_sum,heating_positive_sum,heating_n_above_threshold,heating_sum_above_threshold,heating_box_max,heating_box_mean,heating_box_sum,heating_box_positive_sum,heating_box_n_above_threshold,heating_box_sum_above_threshold,heating_box_large_max,heating_box_large_mean,heating_box_large_sum,heating_box_large_positive_sum,heating_box_large_n_above_threshold,heating_box_large_sum_above_threshold,rain_max,rain_mean,rain_sum,rain_positive_sum,rain_n_above_threshold,rain_sum_above_threshold,rain_box_max,rain_box_mean,rain_box_sum,rain_box_positive_sum,rain_box_n_above_threshold,rain_box_sum_above_threshold,rain_box_large_max,rain_box_large_mean,rain_box_large_sum,rain_box_large_positive_sum,rain_box_large_n_above_threshold,rain_box_large_sum_above_threshold,theta_max,theta_mean,theta_sum,theta_positive_sum,theta_n_above_threshold,theta_sum_above_threshold,theta_box_max,theta_box_mean,theta_box_sum,theta_box_positive_sum,theta_box_n_above_threshold,theta_box_sum_above_threshold,theta_box_large_max,theta_box_large_mean,theta_box_large_sum,theta_box_large_positive_sum,theta_box_large_n_above_threshold,theta_box_large_sum_above_threshold
weak,weak_9mshear_restart54h,9,54,wrf_ideal_9mshear_restart_at_54h_28sst_minsetup_largeTC_d2.nc,20,5,3,15.5242,46.5725,46.5725,139.718,16,300,500,300,500,84,116,84,116,52,148,52,148,0.0641872,0.000285837,11.4335,24.5678,1564,19.6052,0.0158033,0.00154098,1.57797,1.73931,142,1.20869,0.0351517,0.000690384,6.36258,9.33563,679,6.76824,2.9899,0.0431454,1725.82,1725.82,12214,1716.58,2.22055,0.0906886,92.8652,92.8652,537,92.453,2.9899,0.082876,763.785,763.785,4002,761.759,325.251,314.4,1.2576e+07,1.2576e+07,40000,1.2576e+07,325.251,320.068,327750,327750,1024,327750,325.251,315.811,2.91052e+06,2.91052e+06,9216,2.91052e+06
weak,weak_9mshear_restart54h,9,54,wrf_ideal_9mshear_restart_at_54h_28sst_minsetup_largeTC_d2.nc,21,5,3,21.4709,64.4127,64.4127,193.238,21,300,500,300,500,79,121,79,121,37,163,37,163,0.0667581,0.000231929,9.27716,21.5805,1384,17.2034,0.0262063,0.00142985,2.52226,3.13289,246,2.52769,0.0667581,0.00050092,7.95261,12.7454,870,9.81884,3.66524,0.0419254,1677.02,1677.02,11607,1666.92,1.7878,0.176001,310.466,310.466,1110,310.043,3.66524,0.0709582,1126.53,1126.53,6284,1123.23,326.839,314.53,1.25812e+07,1.25812e+07,40000,1.25812e+07,326.839,318.718,562218,562218,1764,562218,326.839,315.36,5.00666e+06,5.00666e+06,15876,5.00666e+06
weak,weak_9mshear_restart54h,9,54,wrf_ideal_9mshear_restart_at_54h_28sst_minsetup_largeTC_d2.nc,22,5,3,15.6205,46.8615,46.8615,140.584,16,300,500,300,500,84,116,84,116,52,148,52,148,0.0646713,0.000240062,9.60249,21.5843,1347,17.3867,0.0550939,0.00264776,2.7113,3.09363,147,2.90419,0.0646713,0.000803933,7.40904,11.0303,678,9.05601,4.24292,0.0411485,1645.94,1645.94,10389,1635.6,4.24292,0.244928,250.806,250.806,504,250.416,4.24292,0.102362,943.369,943.369,4069,940.283,324.533,314.565,1.25826e+07,1.25826e+07,40000,1.25826e+07,324.533,319.952,327631,327631,1024,327631,324.533,315.922,2.91154e+06,2.91154e+06,9216,2.91154e+06
weak,weak_9mshear_restart54h,9,54,wrf_ideal_9mshear_restart_at_54h_28sst_minsetup_largeTC_d2.nc,23,5,3,9.84886,29.5466,29.5466,88.6397,10,300,500,300,500,90,110,90,110,70,130,70,130,0.0586398,0.000262762,10.5105,22.1798,1418,17.5099,0.0295593,0.000126573,0.0506293,0.285409,15,0.226044,0.0485698,0.00116727,4.20216,6.65571,451,5.62878,4.69092,0.0421898,1687.59,1687.59,9940,1677.61,2.26135,0.110779,44.3115,44.3115,168,44.2144,4.69092,0.188999,680.396,680.396,2117,679.34,324.348,314.615,1.25846e+07,1.25846e+07,40000,1.25846e+07,324.348,321.651,128661,128661,400,128661,324.348,317.156,1.14176e+06,1.14176e+06,3600,1.14176e+06
weak,weak_9mshear_restart60h,9,60,wrf_ideal_9mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,0,5,3,20.2237,60.6712,60.6712,182.014,20,300,500,300,500,80,120,80,120,40,160,40,160,0.0555699,0.000217769,8.71074,16.3227,1000,14.4691,0.0360077,0.00297497,4.75996,5.96525,380,5.47749,0.0509173,0.000529724,7.62802,14.0585,900,12.6068,3.88111,0.0392303,1569.21,1569.21,5933,1566.94,3.17085,0.37474,599.583,599.583,1225,599.402,3.88111,0.100892,1452.85,1452.85,5281,1451.28,325.95,314.299,1.2572e+07,1.2572e+07,40000,1.2572e+07,325.95,318.76,510016,510016,1600,510016,325.95,314.453,4.52813e+06,4.52813e+06,14400,4.52813e+06
weak,weak_9mshear_restart60h,9,60,wrf_ideal_9mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,1,5,3,18.6815,56.0446,56.0446,168.134,19,300,500,300,500,81,119,81,119,43,157,43,157,0.0670086,0.00020516,8.2064,15.977,966,14.1462,0.0386031,0.00196854,2.84257,3.62377,252,3.29954,0.0548028,0.000585004,7.60271,14.3681,895,12.8827,2.91246,0.0374375,1497.5,1497.5,5219,1494.98,2.04475,0.303609,438.412,438.412,1015,438.183,2.91246,0.109552,1423.73,1423.73,4640,1422.03,326.035,314.389,1.25756e+07,1.25756e+07,40000,1.25756e+07,326.035,318.911,460507,460507,1444,460507,326.035,314.579,4.08827e+06,4.08827e+06,12996,4.08827e+06
weak,weak_9mshear_restart60h,9,60,wrf_ideal_9mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,2,5,3,18.3848,55.1543,55.1543,165.463,18,300,500,300,500,82,118,82,118,46,154,46,154,0.0586166,0.000215328,8.61313,17.2799,1061,15.6931,0.0486515,0.0024753,3.20798,4.18677,251,3.85917,0.0586166,0.000698638,8.14891,15.8876,998,14.6499,4.32908,0.0402946,1611.79,1611.79,5421,1609.51,4.32908,0.286305,371.051,371.051,975,370.921,4.32908,0.13199,1539.53,1539.53,4985,1537.87,326.624,314.52,1.25808e+07,1.25808e+07,40000,1.25808e+07,326.624,319.669,414291,414291,1296,414291,326.624,314.937,3.67342e+06,3.67342e+06,11664,3.67342e+06
weak,weak_9mshear_restart60h,9,60,wrf_ideal_9mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,3,5,3,21.0238,63.0714,63.0714,189.214,21,300,500,300,500,79,121,79,121,37,163,37,163,0.0771753,0.000130579,5.22315,13.094,856,11.5936,0.0771753,0.00301091,5.31125,6.26528,417,5.89735,0.0771753,0.000321275,5.10057,12.5498,829,11.2038,3.12988,0.0359884,1439.54,1439.54,5769,1436.75,2.95202,0.352512,621.832,621.832,1297,621.454,3.12988,0.0890027,1413.01,1413.01,5547,1410.67,327.234,314.516,1.25806e+07,1.25806e+07,40000,1.25806e+07,327.234,318.81,562382,562382,1764,562382,327.234,314.635,4.99515e+06,4.99515e+06,15876,4.99515e+06
weak,weak_9mshear_restart60h,9,60,wrf_ideal_9mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,4,5,3,15.2971,45.8912,45.8912,137.674,15,300,500,300,500,85,115,85,115,55,145,55,145,0.0590358,0.000187279,7.49116,16.4083,1049,14.6173,0.0590358,0.00249346,2.24411,2.73243,154,2.56666,0.0590358,0.000941238,7.62403,15.3162,983,13.6311,5.72744,0.036209,1448.36,1448.36,6242,1444.81,5.72744,0.30625,275.625,275.625,562,275.387,5.72744,0.171021,1385.27,1385.27,5523,1383.22,326.428,314.514,1.25806e+07,1.25806e+07,40000,1.25806e+07,326.428,320.489,288440,288440,900,288440,326.428,315.513,2.55565e+06,2.55565e+06,8100,2.55565e+06
weak,weak_9mshear_restart60h,9,60,wrf_ideal_9mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,5,5,3,11.1803,33.541,33.541,100.623,11,300,500,300,500,89,111,89,111,67,133,67,133,0.0441019,0.000190361,7.61445,15.0993,998,13.1188,0.0405276,0.000492998,0.238611,0.270764,15,0.24478,0.0423249,0.0018673,8.13394,11.4854,738,10.068,3.10006,0.0341357,1365.43,1365.43,6401,1362.12,1.49071,0.052607,25.4618,25.4618,154,25.3207,3.10006,0.245586,1069.77,1069.77,3423,1069.11,328.266,314.692,1.25877e+07,1.25877e+07,40000,1.25877e+07,328.266,323.908,156771,156771,484,156771,328.266,316.847,1.38019e+06,1.38019e+06,4356,1.38019e+06
weak,weak_9mshear_restart60h,9,60,wrf_ideal_9mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,6,5,3,13,39,39,117,13,300,500,300,500,87,113,87,113,61,139,61,139,0.0580083,0.00020919,8.36758,17.8388,1294,15.4348,0.0157889,0.000242166,0.163704,0.37253,35,0.285643,0.0419304,0.00139478,8.48585,14.4348,1072,12.425,3.15983,0.0380712,1522.85,1522.85,6300,1518.96,0.777331,0.0876501,59.2515,59.2515,348,59.1032,3.15983,0.213927,1301.53,1301.53,4546,1300.32,327.634,314.767,1.25907e+07,1.25907e+07,40000,1.25907e+07,327.634,323.085,218406,218406,676,218406,327.634,316.133,1.92336e+06,1.92336e+06,6084,1.92336e+06
weak,weak_9mshear_restart60h,9,60,wrf_ideal_9mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,7,5,3,11.6619,34.9857,34.9857,104.957,12,300,500,300,500,88,112,88,112,64,136,64,136,0.0646187,0.00020954,8.38161,18.1094,1151,16.0531,0.0413437,0.00156592,0.901971,1.05087,64,0.941626,0.0646187,0.0011978,6.20939,11.3941,722,10.4094,3.94683,0.0410228,1640.91,1640.91,7140,1636.73,2.46281,0.212125,122.184,122.184,314,121.919,3.94683,0.227424,1178.97,1178.97,3905,1177.62,328.132,314.698,1.25879e+07,1.25879e+07,40000,1.25879e+07,328.132,322.385,185694,185694,576,185694,328.132,316.573,1.64111e+06,1.64111e+06,5184,1.64111e+06
weak,weak_9mshear_restart60h,9,60,wrf_ideal_9mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,8,5,3,17,51,51,153,17,300,500,300,500,83,117,83,117,49,151,49,151,0.0596123,0.000243439,9.73758,20.9762,1321,18.6114,0.0454888,0.00328435,3.7967,4.58873,306,4.26439,0.0512339,0.000892362,9.28413,18.1071,1158,15.9531,4.4949,0.0434442,1737.77,1737.77,7553,1733.08,2.76667,0.345126,398.966,398.966,733,398.673,4.4949,0.150316,1563.89,1563.89,6206,1561.11,328.165,314.681,1.25872e+07,1.25872e+07,40000,1.25872e+07,328.165,320.319,370289,370289,1156,370289,328.165,315.516,3.28263e+06,3.28263e+06,10404,3.28263e+06
weak,weak_9mshear_restart60h,9,60,wrf_ideal_9mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,9,5,3,12.1655,36.4966,36.4966,109.49,12,300,500,300,500,88,112,88,112,64,136,64,136,0.0528781,0.000219079,8.76314,19.8323,1393,17.2415,0.0263207,0.00215351,1.24042,1.35408,90,1.27273,0.0438041,0.0013167,6.82575,11.2763,823,10.1639,4.50021,0.0454932,1819.73,1819.73,8167,1814.18,2.36817,0.231239,133.194,133.194,227,132.93,4.146,0.227933,1181.6,1181.6,3446,1179.82,327.938,314.62,1.25848e+07,1.25848e+07,40000,1.25848e+07,327.938,322.547,185787,185787,576,185787,327.938,317.011,1.64338e+06,1.64338e+06,5184,1.64338e+06
weak,weak_9mshear_restart60h,9,60,wrf_ideal_9mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,10,5,3,19.799,59.397,59.397,178.191,20,300,500,300,500,80,120,80,120,40,160,40,160,0.0660283,0.000269749,10.79,22.8181,1526,19.2795,0.0358289,0.00326643,5.22628,5.92723,418,5.44806,0.0660283,0.000656655,9.45583,19.3149,1325,16.1404,3.86577,0.0437925,1751.7,1751.7,9283,1746.13,3.0975,0.336746,538.793,538.793,996,538.529,3.86577,0.110853,1596.29,1596.29,8207,1592.74,328.555,314.595,1.25838e+07,1.25838e+07,40000,1.25838e+07,328.555,320.302,512483,512483,1600,512483,328.555,315.197,4.53883e+06,4.53883e+06,14400,4.53883e+06
weak,weak_9mshear_restart60h,9,60,wrf_ideal_9mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,11,5,3,21.6333,64.8999,64.8999,194.7,22,300,500,300,500,78,122,78,122,34,166,34,166,0.0554883,0.000231472,9.25889,22.3197,1375,18.6251,0.0467103,0.00192472,3.72626,5.34651,371,4.77112,0.0544531,0.000552998,9.63544,19.9966,1267,16.5128,4.29609,0.0426885,1707.54,1707.54,10083,1700.36,3.76169,0.279292,540.71,540.71,1328,540.302,4.29609,0.0905599,1577.92,1577.92,8791,1572.8,328.046,314.491,1.25797e+07,1.25797e+07,40000,1.25797e+07,328.046,319.37,618300,618300,1936,618300,328.046,315.021,5.48893e+06,5.48893e+06,17424,5.48893e+06
weak,weak_9mshear_restart60h,9,60,wrf_ideal_9mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,12,5,3,15.6525,46.9574,46.9574,140.872,16,300,500,300,500,84,116,84,116,52,148,52,148,0.0734287,0.000263627,10.5451,23.8863,1600,20.8721,0.0348876,0.00206931,2.11897,2.47998,196,2.23572,0.0451785,0.000811152,7.47558,13.3873,977,11.6072,3.64154,0.0462202,1848.81,1848.81,9638,1839.9,1.59875,0.214397,219.543,219.543,507,219.166,3.2348,0.125096,1152.89,1152.89,5059,1150.37,327.195,314.695,1.25878e+07,1.25878e+07,40000,1.25878e+07,327.195,321.026,328731,328731,1024,328731,327.195,316.076,2.91296e+06,2.91296e+06,9216,2.91296e+06
weak,weak_9mshear_restart60h,9,60,wrf_ideal_9mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,13,5,3,17.6918,53.0754,53.0754,159.226,18,300,500,300,500,82,118,82,118,46,154,46,154,0.0742144,0.000251606,10.0642,23.2329,1483,19.3383,0.0262767,0.00215567,2.79375,3.24984,259,2.84033,0.0509765,0.000590363,6.886,13.4579,967,10.7251,4.34533,0.0451877,1807.51,1807.51,9952,1799.65,2.04251,0.22019,285.367,285.367,751,284.9,2.65722,0.102219,1192.29,1192.29,6159,1189,329.021,314.647,1.25859e+07,1.25859e+07,40000,1.25859e+07,329.021,320.482,415344,415344,1296,415344,329.021,315.663,3.68189e+06,3.68189e+06,11664,3.68189e+06
weak,weak_9mshear_restart60h,9,60,wrf_ideal_9mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,14,5,3,16.4012,49.2037,49.2037,147.611,16,300,500,300,500,84,116,84,116,52,148,52,148,0.0754058,0.000254709,10.1884,24.1707,1579,20.1529,0.0275135,0.00254145,2.60245,2.78366,212,2.59266,0.0387784,0.000826136,7.61367,12.0556,883,9.42415,3.57438,0.0479313,1917.25,1917.25,10538,1908.81,1.88203,0.255886,262.027,262.027,552,261.836,2.8009,0.120051,1106.39,1106.39,4977,1103.87,328.068,314.587,1.25835e+07,1.25835e+07,40000,1.25835e+07,328.068,321.674,329394,329394,1024,329394,328.068,316.194,2.91405e+06,2.91405e+06,9216,2.91405e+06
weak,weak_9mshear_restart60h,9,60,wrf_ideal_9mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,15,5,3,20.8087,62.426,62.426,187.278,21,300,500,300,500,79,121,79,121,37,163,37,163,0.0684054,0.000222533,8.90132,23.8404,1535,19.8137,0.0337839,0.00230719,4.06987,4.86887,381,4.22711,0.0684054,0.00048678,7.72812,15.3692,1078,12.1088,4.20879,0.0498285,1993.14,1993.14,10950,1983.61,2.21045,0.249235,439.65,439.65,1213,439.212,2.63798,0.0871297,1383.27,1383.27,7207,1378.73,327.34,314.513,1.25805e+07,1.25805e+07,40000,1.25805e+07,327.34,319.971,564429,564429,1764,564429,327.34,315.321,5.00603e+06,5.00603e+06,15876,5.00603e+06
weak,weak_9mshear_restart60h,9,60,wrf_ideal_9mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,16,5,3,17.0294,51.0882,51.0882,153.264,17,300,500,300,500,83,117,83,117,49,151,49,151,0.0772319,0.000228989,9.15958,24.331,1592,19.9754,0.0181508,0.00155153,1.79357,2.11311,189,1.87494,0.0772319,0.00083269,8.66331,14.0274,1029,11.2588,3.26562,0.0495792,1983.17,1983.17,10904,1974.27,1.85141,0.173892,201.019,201.019,584,200.744,3.15331,0.120974,1258.62,1258.62,5147,1256.14,326.646,314.531,1.25812e+07,1.25812e+07,40000,1.25812e+07,326.646,321.671,371852,371852,1156,371852,326.646,316.253,3.2903e+06,3.2903e+06,10404,3.2903e+06
weak,weak_9mshear_restart60h,9,60,wrf_ideal_9mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,17,5,3,21.2603,63.7809,63.7809,191.343,21,300,500,300,500,79,121,79,121,37,163,37,163,0.0614578,0.000181065,7.2426,21.0354,1427,16.5908,0.0250512,0.00146134,2.57781,3.32848,268,2.85836,0.0482796,0.000489025,7.76376,15.3209,1091,11.5804,2.6768,0.042976,1719.04,1719.04,10590,1710.44,1.59076,0.187092,330.03,330.03,1130,329.536,2.6768,0.0859335,1364.28,1364.28,7513,1360.2,327.101,314.501,1.258e+07,1.258e+07,40000,1.258e+07,327.101,320.215,564859,564859,1764,564859,327.101,315.416,5.00754e+06,5.00754e+06,15876,5.00754e+06
weak,weak_9mshear_restart60h,9,60,wrf_ideal_9mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,18,5,3,15.2315,45.6946,45.6946,137.084,15,300,500,300,500,85,115,85,115,55,145,55,145,0.07763,0.000203115,8.12459,21.3648,1377,17.2253,0.0268144,0.00157003,1.41303,1.59907,119,1.26308,0.0504577,0.000964187,7.80991,12.0252,873,9.43463,4.03005,0.0449447,1797.79,1797.79,11344,1789.38,2.9182,0.177099,159.389,159.389,484,159.161,4.03005,0.139779,1132.21,1132.21,4861,1130.12,328.286,314.511,1.25804e+07,1.25804e+07,40000,1.25804e+07,328.286,322.448,290203,290203,900,290203,328.286,316.694,2.56522e+06,2.56522e+06,8100,2.56522e+06
weak,weak_9mshear_restart60h,9,60,wrf_ideal_9mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,19,5,3,19.6469,58.9406,58.9406,176.822,20,300,500,300,500,80,120,80,120,40,160,40,160,0.0678526,0.000201972,8.0789,21.778,1505,17.9456,0.0191517,0.00164572,2.63315,3.41877,285,2.93513,0.0599127,0.00054209,7.8061,14.806,1123,11.7234,3.26817,0.0435028,1740.11,1740.11,11125,1731.04,1.51998,0.171201,273.922,273.922,985,273.611,2.49595,0.08906,1282.46,1282.46,7145,1279.17,327.686,314.646,1.25859e+07,1.25859e+07,40000,1.25859e+07,327.686,320.066,512106,512106,1600,512106,327.686,315.598,4.54461e+06,4.54461e+06,14400,4.54461e+06
weak,weak_9mshear_restart60h,9,60,wrf_ideal_9mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,20,5,3,15.8114,47.4342,47.4342,142.302,16,300,500,300,500,84,116,84,116,52,148,52,148,0.0732842,0.000234704,9.38817,22.2223,1397,17.8257,0.0299364,0.00117679,1.20503,1.42095,95,1.13439,0.0378762,0.000721477,6.64913,11.7639,827,9.22577,2.75922,0.0413075,1652.3,1652.3,10844,1644.32,2.12274,0.109363,111.988,111.988,500,111.677,2.12274,0.115433,1063.83,1063.83,5472,1061.41,326.835,314.617,1.25847e+07,1.25847e+07,40000,1.25847e+07,326.835,321.209,328918,328918,1024,328918,326.835,316.266,2.9147e+06,2.9147e+06,9216,2.9147e+06
weak,weak_9mshear_restart60h,9,60,wrf_ideal_9mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,21,5,3,16.4012,49.2037,49.2037,147.611,16,300,500,300,500,84,116,84,116,52,148,52,148,0.0576016,0.000209694,8.38775,20.0385,1370,16.5544,0.0237282,0.00100446,1.02857,1.29178,98,1.01308,0.0394286,0.000755508,6.96276,11.7081,858,9.41725,4.49561,0.0428073,1712.29,1712.29,10517,1703.91,1.64212,0.103438,105.921,105.921,465,105.657,2.59326,0.1162,1070.9,1070.9,5045,1068.32,326.013,314.834,1.25933e+07,1.25933e+07,40000,1.25933e+07,326.013,321.491,329207,329207,1024,329207,326.013,316.379,2.91575e+06,2.91575e+06,9216,2.91575e+06
weak,weak_9mshear_restart60h,9,60,wrf_ideal_9mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,22,5,3,17.6918,53.0754,53.0754,159.226,18,300,500,300,500,82,118,82,118,46,154,46,154,0.0719414,0.000232101,9.28403,20.9013,1371,16.8024,0.0183451,0.000842875,1.09237,1.49497,136,1.22961,0.049334,0.000707881,8.25672,13.5461,945,10.6441,4.15255,0.0409862,1639.45,1639.45,10259,1631.46,1.38985,0.124163,160.916,160.916,636,160.558,4.15255,0.0976733,1139.26,1139.26,5651,1136.54,326.416,314.924,1.25969e+07,1.25969e+07,40000,1.25969e+07,326.416,321.121,416172,416172,1296,416172,326.416,316.177,3.68789e+06,3.68789e+06,11664,3.68789e+06
weak,weak_9mshear_restart60h,9,60,wrf_ideal_9mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,23,5,3,12.0416,36.1248,36.1248,108.374,12,300,500,300,500,88,112,88,112,64,136,64,136,0.0675247,0.000241813,9.67252,20.4348,1344,16.6877,0.0043476,3.05754e-05,0.0176114,0.0586625,0,0,0.0593624,0.00100093,5.1888,8.38769,601,7.00103,3.20332,0.0411612,1646.45,1646.45,9873,1638.59,0.893429,0.0187871,10.8213,10.8213,220,10.626,3.20332,0.129306,670.324,670.324,3246,668.774,325.692,315.147,1.26059e+07,1.26059e+07,40000,1.26059e+07,325.692,322.602,185819,185819,576,185819,325.692,317.565,1.64626e+06,1.64626e+06,5184,1.64626e+06
weak,weak_12mshear_restart54h,12,54,wrf_ideal_12mshear_restart_at_54h_28sst_minsetup_largeTC_d2.nc,0,5,3,14.8661,44.5982,44.5982,133.795,15,300,500,300,500,85,115,85,115,55,145,55,145,0.0661411,0.000170419,6.81677,18.1041,1087,16.2863,0.0236451,0.000580692,0.522623,0.737712,49,0.568098,0.0584009,0.00085637,6.9366,13.457,842,12.014,3.41558,0.0401511,1606.04,1606.04,8039,1600.66,1.21172,0.114951,103.456,103.456,499,103.234,3.41558,0.164381,1331.48,1331.48,5483,1329.94,323.432,313.398,1.25359e+07,1.25359e+07,40000,1.25359e+07,323.432,320.01,288009,288009,900,288009,323.432,314.393,2.54659e+06,2.54659e+06,8100,2.54659e+06
weak,weak_12mshear_restart54h,12,54,wrf_ideal_12mshear_restart_at_54h_28sst_minsetup_largeTC_d2.nc,1,5,3,14.8661,44.5982,44.5982,133.795,15,300,500,300,500,85,115,85,115,55,145,55,145,0.0638536,0.000196887,7.87547,17.7781,1111,15.8608,0.0177323,0.000354912,0.31942,0.514627,45,0.428158,0.0638536,0.000908047,7.35518,13.6953,882,12.2112,4.08129,0.0393967,1575.87,1575.87,7743,1570.99,1.25918,0.119801,107.821,107.821,486,107.569,4.08129,0.169566,1373.48,1373.48,5764,1371.88,323.321,313.403,1.25361e+07,1.25361e+07,40000,1.25361e+07,323.321,320.008,288008,288008,900,288008,323.321,314.458,2.54711e+06,2.54711e+06,8100,2.54711e+06
weak,weak_12mshear_restart54h,12,54,wrf_ideal_12mshear_restart_at_54h_28sst_minsetup_largeTC_d2.nc,2,5,3,13.0384,39.1152,39.1152,117.346,13,300,500,300,500,87,113,87,113,61,139,61,139,0.0568599,0.000152537,6.10147,16.0178,1042,13.9038,0.020455,0.000249468,0.168641,0.247819,20,0.211142,0.044667,0.00107214,6.52287,11.3674,785,9.72168,2.62222,0.0363884,1455.54,1455.54,8068,1450.62,1.45964,0.0769983,52.0509,52.0509,223,51.905,2.62222,0.184039,1119.7,1119.7,4760,1118.4,323.686,313.528,1.25411e+07,1.25411e+07,40000,1.25411e+07,323.686,320.846,216892,216892,676,216892,323.686,315.048,1.91675e+06,1.91675e+06,6084,1.91675e+06
weak,weak_12mshear_restart54h,12,54,wrf_ideal_12mshear_restart_at_54h_28sst_minsetup_largeTC_d2.nc,3,5,3,8.544,25.632,25.632,76.896,9,300,500,300,500,91,109,91,109,73,127,73,127,0.0788509,0.000160577,6.42308,15.4161,970,13.2524,0.00922637,2.47931e-05,0.00803296,0.038318,3,0.0230773,0.0388176,0.00173013,5.04505,7.28889,507,6.52892,3.00607,0.0360384,1441.54,1441.54,7745,1435.35,1.23578,0.0918351,29.7546,29.7546,98,29.6679,2.79989,0.267009,778.599,778.599,2238,778.034,323.78,313.746,1.25499e+07,1.25499e+07,40000,1.25499e+07,323.693,321.709,104234,104234,324,104234,323.78,317.078,924600,924600,2916,924600
weak,weak_12mshear_restart54h,12,54,wrf_ideal_12mshear_restart_at_54h_28sst_minsetup_largeTC_d2.nc,4,5,3,17.0294,51.0882,51.0882,153.264,17,300,500,300,500,83,117,83,117,49,151,49,151,0.0636723,0.000145252,5.81009,15.1789,964,12.8987,0.0410313,0.00260193,3.00783,4.5025,250,4.38051,0.0446585,0.000625341,6.50605,12.9884,835,11.1653,2.33818,0.0351553,1406.21,1406.21,7237,1401.53,2.12201,0.366828,424.053,424.053,837,423.893,2.33818,0.120151,1250.05,1250.05,5379,1247.74,324.372,313.969,1.25587e+07,1.25587e+07,40000,1.25587e+07,324.372,319.045,368816,368816,1156,368816,324.372,315.08,3.27809e+06,3.27809e+06,10404,3.27809e+06
weak,weak_12mshear_restart54h,12,54,wrf_ideal_12mshear_restart_at_54h_28sst_minsetup_largeTC_d2.nc,5,5,3,20.8806,62.6418,62.6418,187.926,21,300,500,300,500,79,121,79,121,37,163,37,163,0.0422069,0.000192634,7.70538,16.8832,1195,14.1309,0.0407939,0.00392485,6.92343,8.283,612,7.5914,0.0422069,0.000458266,7.27542,14.9837,1093,12.7038,3.29946,0.0345055,1380.22,1380.22,7207,1375.87,2.48289,0.375897,663.082,663.082,1334,662.836,3.29946,0.0819148,1300.48,1300.48,6422,1297.5,324.745,314.036,1.25614e+07,1.25614e+07,40000,1.25614e+07,324.745,317.383,559864,559864,1764,559864,324.745,314.322,4.99017e+06,4.99017e+06,15876,4.99017e+06
weak,weak_12mshear_restart54h,12,54,wrf_ideal_12mshear_restart_at_54h_28sst_minsetup_largeTC_d2.nc,6,5,3,19.105,57.3149,57.3149,171.945,19,300,500,300,500,81,119,81,119,43,157,43,157,0.0635867,0.000209978,8.39912,19.5683,1200,15.9968,0.0635867,0.00520754,7.51968,8.22236,513,7.71373,0.0635867,0.000586716,7.62496,16.5106,1036,13.5112,4.08233,0.0391245,1564.98,1564.98,8199,1559.29,4.08233,0.418922,604.923,604.923,1045,604.642,4.08233,0.107673,1399.32,1399.32,7064,1395.85,325.6,314.244,1.25697e+07,1.25697e+07,40000,1.25697e+07,325.6,317.65,458686,458686,1444,458686,325.6,314.587,4.08838e+06,4.08838e+06,12996,4.08838e+06
weak,weak_12mshear_restart54h,12,54,wrf_ideal_12mshear_restart_at_54h_28sst_minsetup_largeTC_d2.nc,7,5,3,7.07107,21.2132,21.2132,63.6396,7,300,500,300,500,93,107,93,107,79,121,79,121,0.0552642,0.000183889,7.35556,17.4495,1139,13.3337,0.0171944,0.000214285,0.0419998,0.113888,9,0.0964271,0.0511258,0.00355673,6.27408,7.59716,547,6.51401,2.95708,0.0375236,1500.94,1500.94,8786,1496.56,1.57047,0.159287,31.2203,31.2203,61,31.1581,2.95708,0.382825,675.303,675.303,1410,675.063,324.686,314.353,1.25741e+07,1.25741e+07,40000,1.25741e+07,324.686,321.206,62956.4,62956.4,196,62956.4,324.686,317.017,559219,559219,1764,559219
