group,case_id,shear_ms,restart_h,path,frame_h,consider_level,size_of_large_box,rmw_grid,rmw_km,three_rmw_grid,three_rmw_km,box_half_width_grid,crop_y1,crop_y2,crop_x1,crop_x2,box_y1,box_y2,box_x1,box_x2,box_large_y1,box_large_y2,box_large_x1,box_large_x2,heating_max,heating_mean,heating_sum,heating_positive_sum,heating_n_above_threshold,heating_sum_above_threshold,heating_box_max,heating_box_mean,heating_box_sum,heating_box_positive_sum,heating_box_n_above_threshold,heating_box_sum_above_threshold,heating_box_large_max,heating_box_large_mean,heating_box_large_sum,heating_box_large_positive_sum,heating_box_large_n_above_threshold,heating_box_large_sum_above_threshold,rain_max,rain_mean,rain_sum,rain_positive_sum,rain_n_above_threshold,rain_sum_above_threshold,rain_box_max,rain_box_mean,rain_box_sum,rain_box_positive_sum,rain_box_n_above_threshold,rain_box_sum_above_threshold,rain_box_large_max,rain_box_large_mean,rain_box_large_sum,rain_box_large_positive_sum,rain_box_large_n_above_threshold,rain_box_large_sum_above_threshold,theta_max,theta_mean,theta_sum,theta_positive_sum,theta_n_above_threshold,theta_sum_above_threshold,theta_box_max,theta_box_mean,theta_box_sum,theta_box_positive_sum,theta_box_n_above_threshold,theta_box_sum_above_threshold,theta_box_large_max,theta_box_large_mean,theta_box_large_sum,theta_box_large_positive_sum,theta_box_large_n_above_threshold,theta_box_large_sum_above_threshold
weak,weak_8mshear_restart60h,8,60,wrf_ideal_8mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,8,5,3,18.868,56.6039,56.6039,169.812,19,300,500,300,500,81,119,81,119,43,157,43,157,0.0720022,0.000215436,8.61742,19.3242,1281,16.7123,0.0542697,0.00306873,4.43125,5.22317,358,4.84874,0.0720022,0.000619874,8.05588,17.308,1159,14.848,3.48427,0.0434982,1739.93,1739.93,7642,1736.1,3.48427,0.338462,488.739,488.739,1018,488.464,3.48427,0.124652,1619.97,1619.97,6904,1617.23,327.953,314.67,1.25868e+07,1.25868e+07,40000,1.25868e+07,327.953,319.984,462057,462057,1444,462057,327.953,315.361,4.09843e+06,4.09843e+06,12996,4.09843e+06
weak,weak_8mshear_restart60h,8,60,wrf_ideal_8mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,9,5,3,13.4164,40.2492,40.2492,120.748,13,300,500,300,500,87,113,87,113,61,139,61,139,0.0538156,0.000204474,8.17895,18.7666,1311,16.1909,0.0179511,0.000414675,0.28032,0.38942,31,0.351814,0.0476863,0.00120787,7.34866,12.5758,886,11.1412,3.6431,0.0428345,1713.38,1713.38,7866,1707.58,3.6431,0.104067,70.3493,70.3493,250,70.0131,3.6431,0.213741,1300.4,1300.4,4011,1298.11,328.346,314.54,1.25816e+07,1.25816e+07,40000,1.25816e+07,328.346,323.452,218653,218653,676,218653,328.346,316.531,1.92577e+06,1.92577e+06,6084,1.92577e+06
weak,weak_8mshear_restart60h,8,60,wrf_ideal_8mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,10,5,3,17.8885,53.6656,53.6656,160.997,18,300,500,300,500,82,118,82,118,46,154,46,154,0.0566062,0.000229959,9.19837,20.2673,1298,16.9161,0.0453918,0.00325326,4.21623,4.7033,316,4.31757,0.0566062,0.000793636,9.25697,18.0134,1165,15.0036,3.48422,0.0438489,1753.95,1753.95,8403,1749.31,2.62839,0.324316,420.314,420.314,841,420.057,3.48422,0.138839,1619.42,1619.42,7329,1616.55,329.354,314.553,1.25821e+07,1.25821e+07,40000,1.25821e+07,329.354,320.932,415928,415928,1296,415928,329.354,315.406,3.6789e+06,3.6789e+06,11664,3.6789e+06
weak,weak_8mshear_restart60h,8,60,wrf_ideal_8mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,11,5,3,18.4391,55.3173,55.3173,165.952,18,300,500,300,500,82,118,82,118,46,154,46,154,0.0663181,0.000253119,10.1248,22.7241,1418,19.0173,0.0433478,0.00302878,3.9253,4.99374,364,4.83391,0.0498529,0.000831554,9.69924,18.4492,1178,15.2508,3.64676,0.0457161,1828.64,1828.64,9065,1821.96,3.14861,0.34914,452.485,452.485,755,452.022,3.56004,0.134774,1572,1572,6882,1568.06,327.4,314.661,1.25864e+07,1.25864e+07,40000,1.25864e+07,327.4,320.816,415778,415778,1296,415778,327.4,315.716,3.68251e+06,3.68251e+06,11664,3.68251e+06
weak,weak_8mshear_restart60h,8,60,wrf_ideal_8mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,12,5,3,16.1555,48.4665,48.4665,145.399,16,300,500,300,500,84,116,84,116,52,148,52,148,0.0628475,0.00026855,10.742,23.8848,1525,20.3733,0.0203092,0.00141462,1.44857,1.93578,182,1.69762,0.0521207,0.000790109,7.28165,15.0649,1039,12.6213,4.20214,0.0470249,1881,1881,9059,1874.08,1.94201,0.205974,210.918,210.918,575,210.546,4.20214,0.146951,1354.3,1354.3,5897,1351.61,327.341,314.683,1.25873e+07,1.25873e+07,40000,1.25873e+07,327.341,320.914,328616,328616,1024,328616,327.341,315.795,2.91037e+06,2.91037e+06,9216,2.91037e+06
weak,weak_8mshear_restart60h,8,60,wrf_ideal_8mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,13,5,3,15.2643,45.793,45.793,137.379,15,300,500,300,500,85,115,85,115,55,145,55,145,0.0652835,0.000233075,9.32301,23.4373,1480,19.885,0.0144408,0.000560393,0.504354,0.754745,66,0.594241,0.0420433,0.000805245,6.52249,12.3549,876,10.0046,4.36341,0.0450099,1800.4,1800.4,9925,1792.3,1.62437,0.0953277,85.795,85.795,335,85.4862,3.44508,0.13314,1078.43,1078.43,5045,1075.75,327.786,314.499,1.25799e+07,1.25799e+07,40000,1.25799e+07,327.786,322.146,289932,289932,900,289932,327.786,316.115,2.56053e+06,2.56053e+06,8100,2.56053e+06
weak,weak_8mshear_restart60h,8,60,wrf_ideal_8mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,14,5,3,20.2237,60.6712,60.6712,182.014,20,300,500,300,500,80,120,80,120,40,160,40,160,0.0671022,0.000217554,8.70214,23.3649,1531,18.9469,0.0160011,0.00138195,2.21112,2.95869,240,2.15898,0.0517105,0.000553371,7.96855,17.4822,1245,13.9086,3.91568,0.0503039,2012.16,2012.16,10648,2004.07,1.30219,0.161247,257.995,257.995,935,257.447,3.91568,0.112916,1625.99,1625.99,7956,1621.54,327.963,314.448,1.25779e+07,1.25779e+07,40000,1.25779e+07,327.963,319.865,511785,511785,1600,511785,327.963,315.283,4.54007e+06,4.54007e+06,14400,4.54007e+06
weak,weak_8mshear_restart60h,8,60,wrf_ideal_8mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,15,5,3,18.4391,55.3173,55.3173,165.952,18,300,500,300,500,82,118,82,118,46,154,46,154,0.0718684,0.000178168,7.12672,20.8648,1349,16.9839,0.029633,0.00205881,2.66822,3.01573,254,2.5327,0.0547773,0.00064519,7.5255,13.1792,910,10.1988,3.38226,0.0441404,1765.62,1765.62,10780,1757.02,2.21821,0.198761,257.594,257.594,891,257.259,3.1964,0.10258,1196.49,1196.49,6332,1192.87,328.004,314.396,1.25758e+07,1.25758e+07,40000,1.25758e+07,328.004,320.832,415798,415798,1296,415798,328.004,315.627,3.68148e+06,3.68148e+06,11664,3.68148e+06
weak,weak_8mshear_restart60h,8,60,wrf_ideal_8mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,16,5,3,19.4165,58.2495,58.2495,174.748,19,300,500,300,500,81,119,81,119,43,157,43,157,0.0744789,0.000218047,8.72188,21.9482,1386,17.7104,0.0218266,0.0023933,3.45593,3.7897,341,3.28517,0.0744789,0.000646513,8.40208,14.8545,1003,11.4839,2.72563,0.0414955,1659.82,1659.82,10438,1651.35,1.91147,0.210242,303.59,303.59,927,303.276,2.72563,0.0963754,1252.5,1252.5,6812,1248.69,327.661,314.428,1.25771e+07,1.25771e+07,40000,1.25771e+07,327.661,320.782,463209,463209,1444,463209,327.661,315.595,4.10147e+06,4.10147e+06,12996,4.10147e+06
weak,weak_8mshear_restart60h,8,60,wrf_ideal_8mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,17,5,3,11.1803,33.541,33.541,100.623,11,300,500,300,500,89,111,89,111,67,133,67,133,0.0642749,0.000192184,7.68737,19.7812,1278,16.3032,0.0195809,0.000109027,0.052769,0.16098,11,0.101734,0.0344731,0.00118298,5.15305,7.69338,565,6.73251,3.96733,0.0389333,1557.33,1557.33,9924,1548.26,1.69465,0.128798,62.3385,62.3385,169,62.1802,2.00325,0.157717,687.017,687.017,2810,685.883,327.233,314.49,1.25796e+07,1.25796e+07,40000,1.25796e+07,327.233,323.852,156744,156744,484,156744,327.233,317.692,1.38387e+06,1.38387e+06,4356,1.38387e+06
weak,weak_8mshear_restart60h,8,60,wrf_ideal_8mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,18,5,3,11.4018,34.2053,34.2053,102.616,11,300,500,300,500,89,111,89,111,67,133,67,133,0.0675247,0.000237213,9.48851,21.3962,1370,18.2868,0.0138396,-0.000182634,-0.0883949,0.0255354,2,0.019198,0.0339172,0.00145806,6.35131,9.18064,648,8.00805,3.36925,0.0426593,1706.37,1706.37,9429,1698.1,1.97151,0.0806863,39.0522,39.0522,153,38.868,2.40716,0.192641,839.146,839.146,2821,837.891,326.936,314.635,1.25854e+07,1.25854e+07,40000,1.25854e+07,326.936,324.08,156855,156855,484,156855,326.936,317.566,1.38332e+06,1.38332e+06,4356,1.38332e+06
weak,weak_8mshear_restart60h,8,60,wrf_ideal_8mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,19,5,3,12,36,36,108,12,300,500,300,500,88,112,88,112,64,136,64,136,0.065211,0.000219627,8.78509,20.6341,1362,16.8919,0.020354,0.000737912,0.425037,0.55307,54,0.485245,0.0368549,0.00105356,5.46163,8.70206,683,7.14034,2.66707,0.0392518,1570.07,1570.07,9272,1561.45,2.63124,0.128983,74.2945,74.2945,274,74.0396,2.63124,0.164543,852.989,852.989,3210,850.785,326.845,314.624,1.2585e+07,1.2585e+07,40000,1.2585e+07,326.845,322.646,185844,185844,576,185844,326.845,317.051,1.64359e+06,1.64359e+06,5184,1.64359e+06
weak,weak_8mshear_restart60h,8,60,wrf_ideal_8mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,20,5,3,18.3848,55.1543,55.1543,165.463,18,300,500,300,500,82,118,82,118,46,154,46,154,0.0628536,0.000195226,7.80903,19.7787,1290,16.3113,0.0216172,0.000705054,0.91375,1.60434,138,1.33654,0.0469114,0.000618645,7.21587,12.7883,868,10.1791,2.83971,0.0415413,1661.65,1661.65,10336,1654.49,1.2872,0.154135,199.759,199.759,810,199.475,2.83971,0.09885,1152.99,1152.99,6318,1150.29,327.326,314.63,1.25852e+07,1.25852e+07,40000,1.25852e+07,327.326,320.49,415355,415355,1296,415355,327.326,315.825,3.68378e+06,3.68378e+06,11664,3.68378e+06
weak,weak_8mshear_restart60h,8,60,wrf_ideal_8mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,21,5,3,13.0384,39.1152,39.1152,117.346,13,300,500,300,500,87,113,87,113,61,139,61,139,0.0535639,0.000214203,8.5681,20.1392,1325,16.3394,0.0276979,0.000979579,0.662196,0.77991,64,0.676994,0.0490422,0.0009407,5.72322,9.06923,671,7.61438,3.75895,0.0424894,1699.58,1699.58,9971,1690.73,2.28112,0.0836412,56.5415,56.5415,328,56.1629,3.75895,0.146404,890.725,890.725,3932,888.722,326.803,314.652,1.25861e+07,1.25861e+07,40000,1.25861e+07,326.803,322.615,218088,218088,676,218088,326.803,316.907,1.92806e+06,1.92806e+06,6084,1.92806e+06
weak,weak_8mshear_restart60h,8,60,wrf_ideal_8mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,22,5,3,19.2094,57.6281,57.6281,172.884,19,300,500,300,500,81,119,81,119,43,157,43,157,0.0689305,0.000218544,8.74177,19.9809,1308,16.3077,0.0260412,0.0014737,2.12802,2.68682,210,2.34584,0.0580298,0.00061122,7.94342,14.3625,1026,11.489,3.50927,0.042126,1685.04,1685.04,9816,1678.39,1.24524,0.142318,205.507,205.507,895,205.2,3.50927,0.106463,1383.6,1383.6,6872,1380.39,326.971,314.923,1.25969e+07,1.25969e+07,40000,1.25969e+07,326.971,320.625,462982,462982,1444,462982,326.971,316.08,4.10778e+06,4.10778e+06,12996,4.10778e+06
weak,weak_8mshear_restart60h,8,60,wrf_ideal_8mshear_restart_at_60h_28sst_minsetup_largeTC_d2.nc,23,5,3,12.53,37.5899,37.5899,112.77,13,300,500,300,500,87,113,87,113,61,139,61,139,0.0478916,0.000187731,7.50925,18.2522,1271,14.5267,0.0351951,0.00146439,0.989926,1.16187,63,1.01652,0.0357766,0.00132519,8.06247,11.913,859,9.94314,3.39682,0.0420687,1682.75,1682.75,9949,1675.2,3.01056,0.164504,111.205,111.205,365,110.929,3.39682,0.185116,1126.24,1126.24,4245,1124.29,326.416,314.942,1.25977e+07,1.25977e+07,40000,1.25977e+07,326.416,322.452,217978,217978,676,217978,326.416,317.045,1.9289e+06,1.9289e+06,6084,1.9289e+06
weak,weak_9mshear_restart54h,9,54,wrf_ideal_9mshear_restart_at_54h_28sst_minsetup_largeTC_d2.nc,0,5,3,14.8661,44.5982,44.5982,133.795,15,300,500,300,500,85,115,85,115,55,145,55,145,0.0661411,0.000170419,6.81677,18.1041,1087,16.2863,0.0236451,0.000580692,0.522623,0.737712,49,0.568098,0.0584009,0.00085637,6.9366,13.457,842,12.014,3.41558,0.0401511,1606.04,1606.04,8039,1600.66,1.21172,0.114951,103.456,103.456,499,103.234,3.41558,0.164381,1331.48,1331.48,5483,1329.94,323.432,313.398,1.25359e+07,1.25359e+07,40000,1.25359e+07,323.432,320.01,288009,288009,900,288009,323.432,314.393,2.54659e+06,2.54659e+06,8100,2.54659e+06
weak,weak_9mshear_restart54h,9,54,wrf_ideal_9mshear_restart_at_54h_28sst_minsetup_largeTC_d2.nc,1,5,3,15.8114,47.4342,47.4342,142.302,16,300,500,300,500,84,116,84,116,52,148,52,148,0.0717015,0.000196104,7.84418,17.5671,1083,15.5983,0.0253956,0.000794874,0.813951,1.04104,80,0.867171,0.0717015,0.000779381,7.18277,13.6579,865,12.0484,3.97801,0.0396925,1587.7,1587.7,7711,1582.84,1.3237,0.152444,156.103,156.103,612,155.86,3.97801,0.151105,1392.58,1392.58,5942,1390.51,323.345,313.399,1.2536e+07,1.2536e+07,40000,1.2536e+07,323.345,319.608,327278,327278,1024,327278,323.345,314.28,2.8964e+06,2.8964e+06,9216,2.8964e+06
weak,weak_9mshear_restart54h,9,54,wrf_ideal_9mshear_restart_at_54h_28sst_minsetup_largeTC_d2.nc,2,5,3,14,42,42,126,14,300,500,300,500,86,114,86,114,58,142,58,142,0.0654576,0.00015972,6.3888,16.2237,1018,14.0976,0.0205227,0.000832195,0.652441,0.745678,67,0.641922,0.0508457,0.000895472,6.31845,11.7532,778,9.96772,2.82985,0.0365702,1462.81,1462.81,8023,1458.18,1.44813,0.125701,98.5493,98.5493,327,98.3644,2.82985,0.169713,1197.5,1197.5,5312,1196.15,323.947,313.507,1.25403e+07,1.25403e+07,40000,1.25403e+07,323.947,320.462,251243,251243,784,251243,323.947,314.685,2.22042e+06,2.22042e+06,7056,2.22042e+06
weak,weak_9mshear_restart54h,9,54,wrf_ideal_9mshear_restart_at_54h_28sst_minsetup_largeTC_d2.nc,3,5,3,10.8167,32.45,32.45,97.3499,11,300,500,300,500,89,111,89,111,67,133,67,133,0.0734663,0.000164336,6.57343,15.7954,996,13.736,0.0251245,0.000525005,0.254102,0.314037,22,0.290969,0.0445521,0.0012643,5.5073,8.96126,602,7.83932,3.91331,0.0360658,1442.63,1442.63,7414,1437.28,1.45082,0.113927,55.1405,55.1405,157,54.999,2.37742,0.219418,955.787,955.787,3451,955.129,323.878,313.695,1.25478e+07,1.25478e+07,40000,1.25478e+07,323.878,321.679,155693,155693,484,155693,323.878,315.889,1.37601e+06,1.37601e+06,4356,1.37601e+06
weak,weak_9mshear_restart54h,9,54,wrf_ideal_9mshear_restart_at_54h_28sst_minsetup_largeTC_d2.nc,4,5,3,12.53,37.5899,37.5899,112.77,13,300,500,300,500,87,113,87,113,61,139,61,139,0.063623,0.000156618,6.26473,14.9935,941,12.8569,0.0355318,0.00186986,1.26402,1.60373,99,1.53004,0.0388052,0.0010227,6.2221,11.1337,726,9.75317,3.06559,0.0345843,1383.37,1383.37,7130,1378.7,3.06559,0.295288,199.615,199.615,396,199.46,3.06559,0.178218,1084.28,1084.28,4274,1082.87,324.169,313.867,1.25547e+07,1.25547e+07,40000,1.25547e+07,324.169,320.24,216482,216482,676,216482,324.169,315.663,1.9205e+06,1.9205e+06,6084,1.9205e+06
weak,weak_9mshear_restart54h,9,54,wrf_ideal_9mshear_restart_at_54h_28sst_minsetup_largeTC_d2.nc,5,5,3,14.5602,43.6807,43.6807,131.042,15,300,500,300,500,85,115,85,115,55,145,55,145,0.0580363,0.000217497,8.69989,17.2162,1146,14.9511,0.0360123,0.00222404,2.00164,2.33006,161,2.23893,0.0402621,0.000988249,8.00482,14.1596,998,12.5617,2.35102,0.0352055,1408.22,1408.22,6686,1404.35,2.10023,0.283302,254.972,254.972,532,254.759,2.10023,0.157241,1273.65,1273.65,5155,1271.95,325.575,314.067,1.25627e+07,1.25627e+07,40000,1.25627e+07,325.575,320.065,288059,288059,900,288059,325.575,315.257,2.55358e+06,2.55358e+06,8100,2.55358e+06
weak,weak_9mshear_restart54h,9,54,wrf_ideal_9mshear_restart_at_54h_28sst_minsetup_largeTC_d2.nc,6,5,3,14.1421,42.4264,42.4264,127.279,14,300,500,300,500,86,114,86,114,58,142,58,142,0.0634017,0.000241242,9.6497,20.1595,1349,17.5805,0.0459537,0.00254124,1.99233,2.30649,173,2.14683,0.0487053,0.00100808,7.11304,14.2475,1037,12.7022,3.247,0.040584,1623.36,1623.36,7145,1618.62,2.83065,0.239869,188.057,188.057,434,187.822,3.00307,0.185912,1311.8,1311.8,4920,1310.14,324.693,314.314,1.25726e+07,1.25726e+07,40000,1.25726e+07,324.693,319.496,250485,250485,784,250485,324.693,315.211,2.22413e+06,2.22413e+06,7056,2.22413e+06
weak,weak_9mshear_restart54h,9,54,wrf_ideal_9mshear_restart_at_54h_28sst_minsetup_largeTC_d2.nc,7,5,3,11.1803,33.541,33.541,100.623,11,300,500,300,500,89,111,89,111,67,133,67,133,0.0482493,0.00016467,6.5868,16.4768,1145,13.5535,0.0115048,0.00029632,0.143419,0.248012,13,0.0853494,0.0442549,0.00143857,6.26642,9.95159,731,8.437,3.51665,0.0359643,1438.57,1438.57,8067,1434.71,1.64493,0.0851699,41.2222,41.2222,159,41.0811,2.85247,0.204713,891.731,891.731,3278,890.908,325.164,314.34,1.25736e+07,1.25736e+07,40000,1.25736e+07,325.164,321.053,155390,155390,484,155390,325.164,316.106,1.37696e+06,1.37696e+06,4356,1.37696e+06
weak,weak_9mshear_restart54h,9,54,wrf_ideal_9mshear_restart_at_54h_28sst_minsetup_largeTC_d2.nc,8,5,3,16.4012,49.2037,49.2037,147.611,16,300,500,300,500,84,116,84,116,52,148,52,148,0.0523659,0.000212873,8.51493,17.3189,1189,14.055,0.040018,0.00213961,2.19096,2.44063,218,2.16135,0.0523659,0.00100756,9.28567,14.2281,1017,11.5112,5.25248,0.03712,1484.8,1484.8,7974,1479.65,3.53663,0.224646,230.037,230.037,638,229.872,5.25248,0.132144,1217.84,1217.84,5472,1215.85,327.06,314.509,1.25804e+07,1.25804e+07,40000,1.25804e+07,327.06,320.431,328122,328122,1024,328122,327.06,315.709,2.90958e+06,2.90958e+06,9216,2.90958e+06
weak,weak_9mshear_restart54h,9,54,wrf_ideal_9mshear_restart_at_54h_28sst_minsetup_largeTC_d2.nc,9,5,3,17.088,51.264,51.264,153.792,17,300,500,300,500,83,117,83,117,49,151,49,151,0.0523619,0.000181655,7.2662,15.8753,1066,13.0802,0.040417,0.00295948,3.42116,3.68444,275,3.39205,0.0435311,0.000713391,7.42212,12.6476,868,10.1742,3.97806,0.0344965,1379.86,1379.86,7379,1374.34,2.27174,0.298157,344.669,344.669,667,344.451,3.97806,0.111247,1157.41,1157.41,5518,1154.15,326.412,314.568,1.25827e+07,1.25827e+07,40000,1.25827e+07,326.412,320.171,370118,370118,1156,370118,326.412,315.301,3.28039e+06,3.28039e+06,10404,3.28039e+06
weak,weak_9mshear_restart54h,9,54,wrf_ideal_9mshear_restart_at_54h_28sst_minsetup_largeTC_d2.nc,10,5,3,18.7883,56.3649,56.3649,169.095,19,300,500,300,500,81,119,81,119,43,157,43,157,0.0600916,0.000189645,7.58579,16.9851,1164,14.2224,0.0287691,0.00218548,3.15583,3.58899,272,3.27338,0.0429051,0.00056172,7.30011,13.7875,980,11.3066,2.85853,0.0360413,1441.65,1441.65,7219,1435.74,2.85853,0.241171,348.251,348.251,791,347.904,2.85853,0.0950764,1235.61,1235.61,5870,1231.7,326.508,314.59,1.25836e+07,1.25836e+07,40000,1.25836e+07,326.508,319.512,461375,461375,1444,461375,326.508,315.015,4.09393e+06,4.09393e+06,12996,4.09393e+06
weak,weak_9mshear_restart54h,9,54,wrf_ideal_9mshear_restart_at_54h_28sst_minsetup_largeTC_d2.nc,11,5,3,16.1555,48.4665,48.4665,145.399,16,300,500,300,500,84,116,84,116,52,148,52,148,0.0675863,0.000213409,8.53637,18.776,1236,15.1601,0.0298877,0.00241518,2.47315,2.66956,193,2.52681,0.0675863,0.000840598,7.74695,13.3424,909,10.7419,3.88797,0.0388643,1554.57,1554.57,7581,1548.68,2.99143,0.232482,238.062,238.062,511,237.803,3.88797,0.129331,1191.92,1191.92,4921,1189.93,327.239,314.739,1.25896e+07,1.25896e+07,40000,1.25896e+07,327.239,321.182,328890,328890,1024,328890,327.239,315.762,2.91006e+06,2.91006e+06,9216,2.91006e+06
weak,weak_9mshear_restart54h,9,54,wrf_ideal_9mshear_restart_at_54h_28sst_minsetup_largeTC_d2.nc,12,5,3,17.4642,52.3927,52.3927,157.178,17,300,500,300,500,83,117,83,117,49,151,49,151,0.0941218,0.000206345,8.2538,19.2072,1165,15.6836,0.0233827,0.00238699,2.75936,3.18267,259,2.80987,0.0941218,0.000668438,6.95443,13.2091,874,10.9719,5.0376,0.0366261,1465.04,1465.04,8461,1458.86,3.53863,0.300758,347.676,347.676,677,347.371,5.0376,0.1066,1109.07,1109.07,5493,1106.42,328.257,314.712,1.25885e+07,1.25885e+07,40000,1.25885e+07,328.257,320.006,369927,369927,1156,369927,328.257,315.598,3.28348e+06,3.28348e+06,10404,3.28348e+06
weak,weak_9mshear_restart54h,9,54,wrf_ideal_9mshear_restart_at_54h_28sst_minsetup_largeTC_d2.nc,13,5,3,7.2111,21.6333,21.6333,64.8999,7,300,500,300,500,93,107,93,107,79,121,79,121,0.0599929,0.000243328,9.73313,21.3689,1318,17.846,-1.71708e-05,-2.93113e-05,-0.00574502,0,0,0,0.0501698,0.00227175,4.00736,5.01208,299,4.56144,4.29763,0.0425174,1700.7,1700.7,8594,1693.99,1.15792,0.0637909,12.503,12.503,82,12.4472,4.29763,0.281622,496.781,496.781,1134,496.44,326.005,314.625,1.2585e+07,1.2585e+07,40000,1.2585e+07,324.337,322.44,63198.2,63198.2,196,63198.2,326.005,319.256,563168,563168,1764,563168
weak,weak_9mshear_restart54h,9,54,wrf_ideal_9mshear_restart_at_54h_28sst_minsetup_largeTC_d2.nc,14,5,3,12.083,36.2491,36.2491,108.747,12,300,500,300,500,88,112,88,112,64,136,64,136,0.0643391,0.000212514,8.50057,21.4412,1345,18.0838,0.047757,0.00273866,1.57747,1.98213,130,1.82153,0.0643391,0.00111733,5.79222,9.33069,620,8.18287,3.81325,0.0448817,1795.27,1795.27,8152,1788.34,3.17133,0.354647,204.277,204.277,361,204.154,3.81325,0.190038,985.156,985.156,2634,984.131,326.945,314.644,1.25858e+07,1.25858e+07,40000,1.25858e+07,326.945,320.891,184833,184833,576,184833,326.945,316.726,1.64191e+06,1.64191e+06,5184,1.64191e+06
weak,weak_9mshear_restart54h,9,54,wrf_ideal_9mshear_restart_at_54h_28sst_minsetup_largeTC_d2.nc,15,5,3,21.9545,65.8635,65.8635,197.59,22,300,500,300,500,78,122,78,122,34,166,34,166,0.0783439,0.000189111,7.56446,21.4202,1301,16.8731,0.0783439,0.00279598,5.41302,6.26879,395,5.58796,0.0783439,0.000421653,7.34689,16.3449,991,12.4146,3.7269,0.0428473,1713.89,1713.89,10389,1706.06,3.7269,0.303181,586.959,586.959,1266,586.544,3.7269,0.0786726,1370.79,1370.79,7895,1365.87,326.198,314.373,1.25749e+07,1.25749e+07,40000,1.25749e+07,326.198,318.577,616765,616765,1936,616765,326.198,314.534,5.48044e+06,5.48044e+06,17424,5.48044e+06
weak,weak_9mshear_restart54h,9,54,wrf_ideal_9mshear_restart_at_54h_28sst_minsetup_largeTC_d2.nc,16,5,3,10.8167,32.45,32.45,97.3499,11,300,500,300,500,89,111,89,111,67,133,67,133,0.0728208,0.000283411,11.3364,26.5226,1581,21.9868,0.0354533,0.000138338,0.0669556,0.348025,21,0.232619,0.0728208,0.00133623,5.82062,8.84051,561,7.24399,3.16892,0.0479948,1919.79,1919.79,10739,1910.11,2.36526,0.124044,60.0373,60.0373,227,59.9018,2.58936,0.180586,786.631,786.631,2606,785.586,325.109,314.397,1.25759e+07,1.25759e+07,40000,1.25759e+07,325.109,320.868,155300,155300,484,155300,325.109,316.822,1.38008e+06,1.38008e+06,4356,1.38008e+06
weak,weak_9mshear_restart54h,9,54,wrf_ideal_9mshear_restart_at_54h_28sst_minsetup_largeTC_d2.nc,17,5,3,18.0278,54.0833,54.0833,162.25,18,300,500,300,500,82,118,82,118,46,154,46,154,0.0639321,0.000242167,9.68666,24.4798,1534,19.4758,0.0252802,0.000912256,1.18228,1.62349,113,1.08985,0.0496417,0.000654928,7.63908,13.8045,946,10.6109,3.31803,0.0430583,1722.33,1722.33,11028,1713.79,1.25012,0.14194,183.954,183.954,575,183.656,2.59387,0.0958467,1117.96,1117.96,5700,1115.44,325.19,314.404,1.25762e+07,1.25762e+07,40000,1.25762e+07,325.19,319.423,413972,413972,1296,413972,325.19,315.243,3.67699e+06,3.67699e+06,11664,3.67699e+06
weak,weak_9mshear_restart54h,9,54,wrf_ideal_9mshear_restart_at_54h_28sst_minsetup_largeTC_d2.nc,18,5,3,13.8924,41.6773,41.6773,125.032,14,300,500,300,500,86,114,86,114,58,142,58,142,0.0786846,0.000236836,9.47343,24.1717,1479,18.9323,0.0145594,0.000337793,0.26483,0.528734,45,0.354933,0.0386095,0.000701293,4.94832,8.18473,557,5.5556,2.63554,0.0419958,1679.83,1679.83,12500,1669.48,2.62703,0.0867168,67.986,67.986,346,67.7032,2.62703,0.0940565,663.663,663.663,3805,661.447,325.593,314.321,1.25729e+07,1.25729e+07,40000,1.25729e+07,325.593,320.743,251462,251462,784,251462,325.593,315.806,2.22832e+06,2.22832e+06,7056,2.22832e+06
weak,weak_9mshear_restart54h,9,54,wrf_ideal_9mshear_restart_at_54h_28sst_minsetup_largeTC_d2.nc,19,5,3,17.6918,53.0754,53.0754,159.226,18,300,500,300,500,82,118,82,118,46,154,46,154,0.0711188,0.000218539,8.74155,22.9488,1408,17.4918,0.0171965,0.00143729,1.86272,2.31767,198,1.6294,0.0392401,0.000477771,5.57272,9.63846,636,6.24587,2.68186,0.0430261,1721.04,1721.04,12638,1711.72,1.50331,0.110847,143.658,143.658,754,143.421,2.68186,0.0701779,818.554,818.554,5364,816.214,325.296,314.371,1.25749e+07,1.25749e+07,40000,1.25749e+07,325.296,319.218,413707,413707,1296,413707,325.296,315.293,3.67757e+06,3.67757e+06,11664,3.67757e+06
